id,intended_urgency,intended_emotion,evaluated_urgency,evaluated_emotion,urgency_changed,emotion_changed,any_changed
708,Low,Medium,High,High,True,True,True
709,Low,Medium,High,Medium,True,False,True
710,Low,Medium,High,High,True,True,True
711,Low,Medium,High,Medium,True,False,True
712,Low,Medium,High,High,True,True,True
713,Low,Medium,High,Medium,True,False,True
714,Low,Medium,Medium,Medium,True,False,True
715,Low,Medium,High,Medium,True,False,True
716,Low,Medium,Medium,Medium,True,False,True
717,Low,Medium,High,Medium,True,False,True
718,Low,Medium,High,Medium,True,False,True
719,Low,Medium,High,Medium,True,False,True
720,Low,Medium,High,Medium,True,False,True
721,Low,Medium,High,High,True,True,True
722,Low,Medium,High,Medium,True,False,True
724,Low,Medium,High,Medium,True,False,True
725,Low,Medium,Medium,Medium,True,False,True
727,Low,Medium,High,Medium,True,False,True
728,Low,Medium,Medium,Medium,True,False,True
729,Low,Medium,High,Medium,True,False,True
730,Low,Medium,High,Medium,True,False,True
731,Low,Medium,High,Medium,True,False,True
732,Low,Medium,Medium,High,True,True,True
733,Low,Medium,High,High,True,True,True
734,Low,Medium,Medium,Medium,True,False,True
735,Low,Medium,Medium,Medium,True,False,True
736,Low,Medium,Medium,High,True,True,True
737,Low,Medium,High,Medium,True,False,True
738,Low,Medium,High,High,True,True,True
739,Low,Medium,High,High,True,True,True
740,Low,Medium,High,High,True,True,True
741,Low,Medium,High,High,True,True,True
742,Low,Medium,High,High,True,True,True
743,Low,Medium,High,High,True,True,True
744,Low,Medium,High,High,True,True,True
745,Low,Medium,High,High,True,True,True
746,Low,Medium,High,High,True,True,True
747,Low,Medium,High,Medium,True,False,True
748,Low,Medium,High,High,True,True,True
749,Low,Medium,High,Medium,True,False,True
750,Low,Medium,Medium,Medium,True,False,True
751,Low,Medium,High,Medium,True,False,True
752,Low,Medium,Low,Low,False,True,True
753,Low,Medium,High,High,True,True,True
754,Low,Medium,High,Medium,True,False,True
755,Low,Medium,High,High,True,True,True
756,Low,Medium,High,High,True,True,True
757,Low,Medium,High,Medium,True,False,True
758,Low,Medium,High,Medium,True,False,True
759,Low,Medium,High,High,True,True,True
760,Low,Medium,High,High,True,True,True
761,Low,Medium,Medium,Medium,True,False,True
762,Low,Medium,High,Medium,True,False,True
763,Low,Medium,Medium,Medium,True,False,True
764,Low,Medium,High,Medium,True,False,True
765,Low,Medium,High,High,True,True,True
766,Low,Medium,Medium,Medium,True,False,True
767,Low,Medium,High,High,True,True,True
768,Low,Medium,Medium,Medium,True,False,True
769,Low,Medium,Medium,Medium,True,False,True
770,Low,Medium,High,High,True,True,True
771,Low,Medium,High,Medium,True,False,True
772,Low,Medium,Medium,High,True,True,True
773,Low,Medium,High,High,True,True,True
774,Low,Medium,High,Medium,True,False,True
775,Low,Medium,High,High,True,True,True
776,Low,Medium,High,High,True,True,True
777,Low,Medium,High,High,True,True,True
778,Low,Medium,High,High,True,True,True
779,Low,Medium,High,High,True,True,True
780,Low,Medium,Medium,High,True,True,True
781,Low,Medium,High,High,True,True,True
782,Low,Medium,High,High,True,True,True
783,Low,Medium,High,High,True,True,True
784,Low,Medium,High,Medium,True,False,True
785,Low,Medium,High,Medium,True,False,True
786,Low,Medium,Medium,High,True,True,True
787,Low,Medium,High,High,True,True,True
788,Low,Medium,High,High,True,True,True
789,Low,Medium,High,Medium,True,False,True
790,Low,Medium,High,Medium,True,False,True
791,Low,Medium,High,Medium,True,False,True
792,Low,Medium,High,Medium,True,False,True
793,Low,Medium,High,High,True,True,True
794,Low,Medium,High,High,True,True,True
795,Low,Medium,High,High,True,True,True
796,Low,Medium,High,High,True,True,True
797,Low,Medium,Medium,High,True,True,True
798,Low,Medium,High,High,True,True,True
799,Low,Medium,High,Medium,True,False,True
800,Low,Medium,High,High,True,True,True
801,Low,Medium,High,Medium,True,False,True
802,Low,Medium,High,Medium,True,False,True
803,Low,Medium,High,High,True,True,True
804,Low,Medium,High,High,True,True,True
805,Low,Medium,High,Medium,True,False,True
806,Low,Medium,High,Medium,True,False,True
807,Low,Medium,High,Medium,True,False,True
808,Low,Medium,High,Medium,True,False,True
809,Low,Medium,High,Medium,True,False,True
810,Low,Medium,Medium,High,True,True,True
811,Low,Medium,Medium,Medium,True,False,True
812,Low,Medium,High,High,True,True,True
813,Low,Medium,High,High,True,True,True
814,Low,Medium,High,High,True,True,True
815,Low,Medium,Medium,Medium,True,False,True
816,Low,Medium,High,High,True,True,True
817,Low,Medium,High,High,True,True,True
818,Low,Medium,High,High,True,True,True
819,Low,Medium,High,Medium,True,False,True
820,Low,Medium,High,High,True,True,True
821,Low,Medium,High,Medium,True,False,True
822,Low,Medium,High,High,True,True,True
823,Low,Medium,High,High,True,True,True
824,Low,Medium,High,Medium,True,False,True
825,Low,Medium,High,High,True,True,True
826,Low,Medium,High,Medium,True,False,True
827,Low,Medium,High,High,True,True,True
828,Low,Medium,Medium,High,True,True,True
829,Low,Medium,High,High,True,True,True
830,Low,Medium,High,High,True,True,True
831,Low,Medium,High,High,True,True,True
832,Low,Medium,High,High,True,True,True
833,Low,Medium,High,High,True,True,True
834,Low,Medium,Medium,High,True,True,True
835,Low,Medium,High,High,True,True,True
836,Low,Medium,Medium,Medium,True,False,True
837,Low,Medium,High,High,True,True,True
838,Low,Medium,Medium,Medium,True,False,True
839,Low,Medium,High,High,True,True,True
840,Low,Medium,High,High,True,True,True
841,Low,Medium,High,Medium,True,False,True
842,Low,Medium,High,Medium,True,False,True
843,Low,Medium,High,Medium,True,False,True
844,Low,Medium,High,Medium,True,False,True
845,Low,Medium,High,Medium,True,False,True
846,Low,Medium,High,Medium,True,False,True
847,Low,Medium,High,Medium,True,False,True
848,Low,Medium,High,Medium,True,False,True
849,Low,Medium,High,Medium,True,False,True
850,Low,Medium,High,High,True,True,True
851,Low,Medium,High,High,True,True,True
852,Low,Medium,Medium,Medium,True,False,True
853,Low,Medium,Medium,Medium,True,False,True
854,Low,Medium,High,Medium,True,False,True
855,Low,Medium,High,High,True,True,True
856,Low,Medium,High,High,True,True,True
857,Low,Medium,High,High,True,True,True
858,Low,Medium,High,High,True,True,True
859,Low,Medium,High,Medium,True,False,True
860,Low,Medium,High,High,True,True,True
861,Low,Medium,High,Medium,True,False,True
862,Low,Medium,High,Medium,True,False,True
863,Low,Medium,Medium,High,True,True,True
864,Low,Medium,High,Medium,True,False,True
865,Low,Medium,High,Medium,True,False,True
866,Low,Medium,High,Medium,True,False,True
867,Low,Medium,High,High,True,True,True
868,Low,Medium,High,Medium,True,False,True
869,Low,Medium,High,High,True,True,True
870,Low,Medium,High,Medium,True,False,True
871,Low,Medium,High,High,True,True,True
872,Low,Medium,Medium,Medium,True,False,True
873,Low,Medium,High,High,True,True,True
874,Low,Medium,High,Medium,True,False,True
875,Low,Medium,High,High,True,True,True
876,Low,Medium,Medium,High,True,True,True
877,Low,Medium,High,Medium,True,False,True
878,Low,Medium,Medium,Medium,True,False,True
879,Low,Medium,High,High,True,True,True
880,Low,Medium,High,High,True,True,True
881,Low,Medium,High,High,True,True,True
882,Low,Medium,High,Medium,True,False,True
884,Low,Medium,Medium,Medium,True,False,True
885,Low,Medium,High,High,True,True,True
886,Low,Medium,High,High,True,True,True
887,Low,Medium,High,Medium,True,False,True
888,Low,Medium,High,High,True,True,True
889,Low,Medium,High,High,True,True,True
890,Low,Medium,High,High,True,True,True
891,Low,Medium,Low,High,False,True,True
892,Low,Medium,High,Medium,True,False,True
893,Low,Medium,High,Medium,True,False,True
894,Low,Medium,High,High,True,True,True
895,Low,Medium,High,High,True,True,True
896,Low,Medium,High,High,True,True,True
897,Low,Medium,High,High,True,True,True
898,Low,Medium,High,High,True,True,True
899,Low,Medium,High,High,True,True,True
900,Low,Medium,High,High,True,True,True
901,Low,Medium,High,High,True,True,True
902,Low,Medium,Medium,High,True,True,True
903,Low,Medium,Medium,Medium,True,False,True
904,Low,Medium,High,High,True,True,True
905,Low,Medium,High,High,True,True,True
906,Low,Medium,Low,High,False,True,True
907,Low,Medium,High,High,True,True,True
908,Low,Medium,High,High,True,True,True
909,Low,Medium,High,High,True,True,True
910,Low,Medium,High,High,True,True,True
911,Low,Medium,High,High,True,True,True
912,Low,Medium,High,High,True,True,True
913,Low,Medium,High,High,True,True,True
914,Low,Medium,High,High,True,True,True
915,Low,Medium,High,High,True,True,True
916,Low,Medium,High,High,True,True,True
917,Low,Medium,Medium,Medium,True,False,True
918,Low,Medium,High,High,True,True,True
919,Low,Medium,High,High,True,True,True
920,Low,Medium,High,High,True,True,True
921,Low,Medium,High,Medium,True,False,True
922,Low,Medium,Medium,Medium,True,False,True
923,Low,Medium,High,Medium,True,False,True
924,Low,Medium,Medium,Medium,True,False,True
925,Low,Medium,High,Medium,True,False,True
926,Low,Medium,High,Medium,True,False,True
927,Low,Medium,High,High,True,True,True
928,Low,Medium,High,Medium,True,False,True
929,Low,Medium,Medium,Medium,True,False,True
930,Low,Medium,Medium,Medium,True,False,True
931,Low,Medium,High,Medium,True,False,True
933,Low,Medium,Medium,Medium,True,False,True
934,Low,Medium,Medium,Medium,True,False,True
935,Low,Medium,Medium,Medium,True,False,True
936,Low,Medium,Medium,Medium,True,False,True
937,Low,Medium,Medium,Low,True,True,True
938,Low,Medium,High,High,True,True,True
941,Low,Medium,High,Medium,True,False,True
942,Low,Medium,High,High,True,True,True
943,Low,Medium,Medium,Low,True,True,True
944,Low,Medium,Medium,Medium,True,False,True
945,Low,Medium,Medium,Medium,True,False,True
946,Low,Medium,High,High,True,True,True
947,Low,Medium,Medium,Medium,True,False,True
948,Low,Medium,High,High,True,True,True
949,Low,Medium,High,High,True,True,True
950,Low,Medium,High,Medium,True,False,True
951,Low,Medium,Medium,Medium,True,False,True
953,Low,Medium,Medium,Low,True,True,True
954,Low,Medium,High,Medium,True,False,True
955,Low,Medium,High,Medium,True,False,True
956,Low,Medium,High,Medium,True,False,True
957,Low,Medium,High,High,True,True,True
958,Low,Medium,High,Medium,True,False,True
959,Low,Medium,Medium,Medium,True,False,True
960,Low,Medium,High,Medium,True,False,True
961,Low,Medium,High,High,True,True,True
962,Low,Medium,Medium,Medium,True,False,True
963,Low,Medium,Medium,High,True,True,True
964,Low,Medium,High,Medium,True,False,True
965,Low,Medium,High,High,True,True,True
966,Low,Medium,High,Medium,True,False,True
967,Low,Medium,High,Medium,True,False,True
968,Low,Medium,High,High,True,True,True
969,Low,Medium,High,High,True,True,True
970,Low,Medium,High,Medium,True,False,True
971,Low,Medium,High,High,True,True,True
972,Low,Medium,High,Medium,True,False,True
973,Low,Medium,High,Medium,True,False,True
974,Low,Medium,Medium,High,True,True,True
975,Low,Medium,High,Medium,True,False,True
976,Low,Medium,High,High,True,True,True
977,Low,Medium,High,High,True,True,True
978,Low,Medium,Medium,High,True,True,True
979,Low,Medium,High,Medium,True,False,True
980,Low,Medium,High,Medium,True,False,True
981,Low,Medium,Medium,High,True,True,True
982,Low,Medium,Medium,Medium,True,False,True
983,Low,Medium,High,High,True,True,True
984,Low,Medium,High,High,True,True,True
985,Low,Medium,Medium,High,True,True,True
986,Low,Medium,High,High,True,True,True
987,Low,Medium,High,High,True,True,True
988,Low,Medium,High,High,True,True,True
989,Low,Medium,High,Medium,True,False,True
990,Low,Medium,High,High,True,True,True
991,Low,Medium,High,High,True,True,True
992,Low,Medium,High,High,True,True,True
993,Low,Medium,High,High,True,True,True
994,Low,Medium,High,High,True,True,True
995,Low,Medium,High,High,True,True,True
996,Low,Medium,High,High,True,True,True
997,Low,Medium,High,High,True,True,True
998,Low,Medium,High,High,True,True,True
1000,Low,Medium,High,High,True,True,True
1001,Low,Medium,High,Medium,True,False,True
1002,Low,Medium,High,Medium,True,False,True
1003,Low,Medium,High,High,True,True,True
1004,Low,Medium,High,Medium,True,False,True
1005,Low,Medium,Medium,Medium,True,False,True
1006,Low,Medium,High,High,True,True,True
1007,Low,Medium,Medium,Medium,True,False,True
1008,Low,Medium,High,Medium,True,False,True
1009,Low,Medium,High,High,True,True,True
1010,Low,Medium,High,High,True,True,True
1011,Low,Medium,High,High,True,True,True
1012,Low,Medium,High,High,True,True,True
1013,Low,Medium,High,High,True,True,True
1014,Low,Medium,High,High,True,True,True
1015,Low,Medium,High,Medium,True,False,True
1016,Low,Medium,High,High,True,True,True
1017,Low,Medium,High,High,True,True,True
1018,Low,Medium,High,High,True,True,True
1019,Low,Medium,High,High,True,True,True
1020,Low,Medium,High,High,True,True,True
1021,Low,Medium,Medium,High,True,True,True
1022,Low,Medium,High,High,True,True,True
1023,Low,Medium,High,Medium,True,False,True
1024,Low,Medium,High,Medium,True,False,True
1025,Low,Medium,Medium,Medium,True,False,True
1026,Low,Medium,Medium,Medium,True,False,True
1027,Low,Medium,High,High,True,True,True
1028,Low,Medium,High,High,True,True,True
1029,Low,Medium,Medium,Medium,True,False,True
1030,Low,Medium,High,High,True,True,True
1032,Low,Medium,High,High,True,True,True
1033,Low,Medium,High,Medium,True,False,True
1034,Low,Medium,Medium,Medium,True,False,True
1035,Low,Medium,Medium,High,True,True,True
1036,Low,Medium,Medium,High,True,True,True
1037,Low,Medium,Medium,Low,True,True,True
1038,Low,Medium,High,Medium,True,False,True
1039,Low,Medium,Medium,Medium,True,False,True
1040,Low,Medium,High,High,True,True,True
1041,Low,Medium,High,High,True,True,True
1042,Low,Medium,High,High,True,True,True
1043,Low,Medium,High,High,True,True,True
1044,Low,Medium,Medium,Medium,True,False,True
1045,Low,Medium,Medium,Low,True,True,True
1046,Low,Medium,High,High,True,True,True
1047,Low,Medium,High,High,True,True,True
1048,Low,Medium,High,Medium,True,False,True
1049,Low,Medium,High,High,True,True,True
1050,Low,Medium,High,High,True,True,True
1051,Low,Medium,High,High,True,True,True
1052,Low,Medium,High,High,True,True,True
1053,Low,Medium,Medium,Medium,True,False,True
1054,Low,Medium,High,High,True,True,True
1055,Low,Medium,High,High,True,True,True
1056,Low,Medium,High,High,True,True,True
1057,Low,Medium,High,High,True,True,True
1058,Low,Medium,High,High,True,True,True
1059,Low,Medium,High,Medium,True,False,True
1060,Low,Medium,High,High,True,True,True
1061,Low,Medium,High,High,True,True,True
1062,Low,Medium,High,High,True,True,True
1063,Low,Medium,Medium,Medium,True,False,True
1064,Low,Medium,High,Medium,True,False,True
1065,Low,Medium,High,High,True,True,True
1066,Low,Medium,High,High,True,True,True
1067,Low,Medium,High,High,True,True,True
1068,Low,Medium,High,High,True,True,True
1069,Low,Medium,High,Medium,True,False,True
1070,Low,Medium,Medium,Medium,True,False,True
1071,Low,Medium,High,Medium,True,False,True
1072,Low,Medium,Medium,Medium,True,False,True
1073,Low,Medium,High,High,True,True,True
1074,Low,Medium,High,Medium,True,False,True
1075,Low,Medium,High,High,True,True,True
1076,Low,Medium,High,High,True,True,True
1077,Low,Medium,High,High,True,True,True
1078,Low,Medium,High,Medium,True,False,True
1079,Low,Medium,High,High,True,True,True
1080,Low,Medium,High,High,True,True,True
1081,Low,Medium,Medium,Medium,True,False,True
1082,Low,Medium,Medium,Medium,True,False,True
1083,Low,Medium,High,Medium,True,False,True
1084,Low,Medium,High,Medium,True,False,True
1085,Low,Medium,Medium,Medium,True,False,True
1086,Low,Medium,Medium,Medium,True,False,True
1087,Low,Medium,High,Medium,True,False,True
1088,Low,Medium,High,Medium,True,False,True
1089,Low,Medium,High,Medium,True,False,True
1090,Low,Medium,Medium,Medium,True,False,True
1091,Low,Medium,High,High,True,True,True
1092,Low,Medium,High,Medium,True,False,True
1093,Low,Medium,High,Medium,True,False,True
1094,Low,Medium,High,Medium,True,False,True
1095,Low,Medium,Medium,Medium,True,False,True
1096,Low,Medium,High,Medium,True,False,True
1097,Low,Medium,High,Medium,True,False,True
1099,Low,Medium,High,Medium,True,False,True
1100,Low,Medium,High,High,True,True,True
1101,Low,Medium,High,High,True,True,True
1102,Low,Medium,High,High,True,True,True
1103,Low,Medium,High,Medium,True,False,True
1104,Low,Medium,High,Medium,True,False,True
1105,Low,Medium,High,Medium,True,False,True
1106,Low,Medium,High,High,True,True,True
1107,Low,Medium,High,High,True,True,True
1108,Low,Medium,High,Medium,True,False,True
1109,Low,Medium,High,Medium,True,False,True
1110,Low,Medium,High,High,True,True,True
1111,Low,Medium,High,High,True,True,True
1112,Low,Medium,High,High,True,True,True
1113,Low,Medium,High,High,True,True,True
1114,Low,Medium,High,High,True,True,True
1115,Low,Medium,High,High,True,True,True
1116,Low,Medium,Medium,Medium,True,False,True
1117,Low,Medium,High,High,True,True,True
1118,Low,Medium,High,Medium,True,False,True
1119,Low,Medium,High,High,True,True,True
1120,Low,Medium,High,High,True,True,True
1121,Low,Medium,High,Medium,True,False,True
1122,Low,Medium,High,Medium,True,False,True
1123,Low,Medium,High,Medium,True,False,True
1124,Low,Medium,High,High,True,True,True
1125,Low,Medium,Medium,Medium,True,False,True
1127,Low,Medium,High,Medium,True,False,True
1128,Low,Medium,Medium,Medium,True,False,True
1129,Low,Medium,High,Medium,True,False,True
1130,Low,Medium,High,Medium,True,False,True
1131,Low,Medium,High,Medium,True,False,True
1132,Low,Medium,High,Medium,True,False,True
1133,Low,Medium,High,Medium,True,False,True
1134,Low,Medium,High,High,True,True,True
1135,Low,Medium,High,Medium,True,False,True
1136,Low,Medium,High,Medium,True,False,True
1137,Low,Medium,High,Medium,True,False,True
1138,Low,Medium,Medium,Medium,True,False,True
1139,Low,Medium,High,Medium,True,False,True
1140,Low,Medium,High,Medium,True,False,True
1141,Low,Medium,Medium,Medium,True,False,True
1142,Low,Medium,High,High,True,True,True
1143,Low,Medium,High,Medium,True,False,True
1144,Low,Medium,Medium,Medium,True,False,True
1145,Low,Medium,High,Medium,True,False,True
1146,Low,Medium,High,Medium,True,False,True
1147,Low,Medium,High,Medium,True,False,True
1148,Low,Medium,High,Medium,True,False,True
1149,Low,Medium,High,Medium,True,False,True
1150,Low,Medium,High,Medium,True,False,True
1151,Low,Medium,High,Medium,True,False,True
1152,Low,Medium,High,Medium,True,False,True
1153,Low,Medium,High,Medium,True,False,True
1154,Low,Medium,Medium,Medium,True,False,True
1155,Low,Medium,Medium,Medium,True,False,True
1156,Low,Medium,High,High,True,True,True
1157,Low,Medium,High,Medium,True,False,True
1159,Low,Medium,High,Medium,True,False,True
1160,Low,Medium,High,High,True,True,True
1161,Low,Medium,Medium,Medium,True,False,True
1162,Low,Medium,High,Medium,True,False,True
1163,Low,Medium,High,High,True,True,True
1164,Low,Medium,Medium,Medium,True,False,True
1165,Low,Medium,High,Medium,True,False,True
1166,Low,Medium,High,Medium,True,False,True
1167,Low,Medium,Medium,Medium,True,False,True
1168,Low,High,High,High,True,False,True
1169,Low,High,High,High,True,False,True
1170,Low,High,High,High,True,False,True
1171,Low,High,High,High,True,False,True
1172,Low,High,High,High,True,False,True
1173,Low,High,Low,Medium,False,True,True
1174,Low,High,High,High,True,False,True
1175,Low,High,High,High,True,False,True
1176,Low,High,Medium,Medium,True,True,True
1177,Low,High,Low,Medium,False,True,True
1178,Low,High,High,High,True,False,True
1179,Low,High,High,Medium,True,True,True
1180,Low,High,High,Medium,True,True,True
1181,Low,High,High,High,True,False,True
1182,Low,High,High,High,True,False,True
1183,Low,High,High,High,True,False,True
1184,Low,High,High,High,True,False,True
1185,Low,High,High,High,True,False,True
1186,Low,High,High,High,True,False,True
1187,Low,High,High,High,True,False,True
1188,Low,High,High,High,True,False,True
1189,Low,High,High,High,True,False,True
1190,Low,High,High,High,True,False,True
1191,Low,High,High,High,True,False,True
1192,Low,High,High,High,True,False,True
1193,Low,High,High,High,True,False,True
1194,Low,High,High,High,True,False,True
1195,Low,High,High,High,True,False,True
1196,Low,High,Low,Medium,False,True,True
1197,Low,High,High,High,True,False,True
1198,Low,High,High,High,True,False,True
1199,Low,High,Medium,High,True,False,True
1200,Low,High,High,High,True,False,True
1201,Low,High,High,High,True,False,True
1202,Low,High,High,High,True,False,True
1203,Low,High,High,High,True,False,True
1204,Low,High,High,High,True,False,True
1205,Low,High,High,High,True,False,True
1206,Low,High,High,High,True,False,True
1207,Low,High,High,High,True,False,True
1208,Low,High,High,High,True,False,True
1209,Low,High,High,High,True,False,True
1210,Low,High,High,High,True,False,True
1211,Low,High,High,High,True,False,True
1212,Low,High,Medium,High,True,False,True
1213,Low,High,Medium,High,True,False,True
1214,Low,High,High,High,True,False,True
1215,Low,High,High,High,True,False,True
1216,Low,High,Medium,High,True,False,True
1217,Low,High,Medium,High,True,False,True
1218,Low,High,Medium,High,True,False,True
1219,Low,High,High,High,True,False,True
1220,Low,High,High,High,True,False,True
1221,Low,High,High,High,True,False,True
1222,Low,High,High,High,True,False,True
1223,Low,High,High,High,True,False,True
1224,Low,High,High,High,True,False,True
1225,Low,High,High,High,True,False,True
1226,Low,High,Medium,High,True,False,True
1227,Low,High,High,High,True,False,True
1228,Low,High,High,High,True,False,True
1229,Low,High,High,High,True,False,True
1230,Low,High,Medium,High,True,False,True
1231,Low,High,High,High,True,False,True
1232,Low,High,High,High,True,False,True
1233,Low,High,High,High,True,False,True
1234,Low,High,High,High,True,False,True
1235,Low,High,High,High,True,False,True
1236,Low,High,High,High,True,False,True
1237,Low,High,High,High,True,False,True
1238,Low,High,High,High,True,False,True
1239,Low,High,High,High,True,False,True
1240,Low,High,High,High,True,False,True
1241,Low,High,High,High,True,False,True
1242,Low,High,High,High,True,False,True
1243,Low,High,High,High,True,False,True
1244,Low,High,High,High,True,False,True
1245,Low,High,Medium,High,True,False,True
1246,Low,High,High,High,True,False,True
1247,Low,High,Medium,High,True,False,True
1248,Low,High,High,High,True,False,True
1249,Low,High,High,High,True,False,True
1250,Low,High,Medium,High,True,False,True
1251,Low,High,Medium,High,True,False,True
1252,Low,High,Medium,High,True,False,True
1253,Low,High,High,High,True,False,True
1254,Low,High,High,High,True,False,True
1255,Low,High,High,High,True,False,True
1256,Low,High,High,High,True,False,True
1257,Low,High,High,High,True,False,True
1258,Low,High,High,High,True,False,True
1259,Low,High,High,High,True,False,True
1260,Low,High,High,High,True,False,True
1261,Low,High,High,High,True,False,True
1262,Low,High,High,High,True,False,True
1263,Low,High,High,High,True,False,True
1264,Low,High,High,High,True,False,True
1265,Low,High,High,High,True,False,True
1266,Low,High,High,High,True,False,True
1267,Low,High,High,High,True,False,True
1268,Low,High,Medium,High,True,False,True
1269,Low,High,High,High,True,False,True
1270,Low,High,High,High,True,False,True
1271,Low,High,High,High,True,False,True
1272,Low,High,High,Medium,True,True,True
1273,Low,High,High,High,True,False,True
1274,Low,High,High,High,True,False,True
1275,Low,High,High,High,True,False,True
1276,Low,High,High,High,True,False,True
1277,Low,High,High,High,True,False,True
1278,Low,High,High,High,True,False,True
1279,Low,High,High,High,True,False,True
1280,Low,High,Medium,High,True,False,True
1281,Low,High,High,High,True,False,True
1282,Low,High,High,High,True,False,True
1283,Low,High,High,High,True,False,True
1284,Low,High,High,High,True,False,True
1285,Low,High,High,High,True,False,True
1287,Low,High,High,High,True,False,True
1288,Low,High,High,High,True,False,True
1289,Low,High,Medium,High,True,False,True
1290,Low,High,High,High,True,False,True
1291,Low,High,High,High,True,False,True
1292,Low,High,High,High,True,False,True
1293,Low,High,High,High,True,False,True
1294,Low,High,High,High,True,False,True
1295,Low,High,High,High,True,False,True
1296,Low,High,High,High,True,False,True
1297,Low,High,High,High,True,False,True
1298,Low,High,High,High,True,False,True
1299,Low,High,High,High,True,False,True
1300,Low,High,High,High,True,False,True
1301,Low,High,High,High,True,False,True
1302,Low,High,High,High,True,False,True
1303,Low,High,Medium,High,True,False,True
1304,Low,High,High,High,True,False,True
1305,Low,High,High,High,True,False,True
1306,Low,High,Medium,High,True,False,True
1307,Low,High,Medium,High,True,False,True
1308,Low,High,High,High,True,False,True
1309,Low,High,High,High,True,False,True
1310,Low,High,High,High,True,False,True
1311,Low,High,High,High,True,False,True
1312,Low,High,High,High,True,False,True
1313,Low,High,Medium,High,True,False,True
1314,Low,High,High,High,True,False,True
1315,Low,High,High,High,True,False,True
1316,Low,High,High,High,True,False,True
1317,Low,High,High,High,True,False,True
1319,Low,High,High,High,True,False,True
1320,Low,High,High,High,True,False,True
1321,Low,High,High,High,True,False,True
1322,Low,High,High,High,True,False,True
1323,Low,High,High,High,True,False,True
1324,Low,High,Medium,High,True,False,True
1325,Low,High,Medium,High,True,False,True
1326,Low,High,High,High,True,False,True
1327,Low,High,High,High,True,False,True
1328,Low,High,High,High,True,False,True
1329,Low,High,High,High,True,False,True
1330,Low,High,Medium,High,True,False,True
1331,Low,High,High,High,True,False,True
1332,Low,High,High,High,True,False,True
1333,Low,High,High,High,True,False,True
1334,Low,High,High,High,True,False,True
1335,Low,High,High,High,True,False,True
1336,Low,High,High,High,True,False,True
1337,Low,High,Medium,High,True,False,True
1338,Low,High,Medium,High,True,False,True
1339,Low,High,High,High,True,False,True
1340,Low,High,High,High,True,False,True
1341,Low,High,High,High,True,False,True
1342,Low,High,High,High,True,False,True
1343,Low,High,High,High,True,False,True
1344,Low,High,High,High,True,False,True
1345,Low,High,High,High,True,False,True
1346,Low,High,High,High,True,False,True
1347,Low,High,High,High,True,False,True
1348,Low,High,High,High,True,False,True
1349,Low,High,High,High,True,False,True
1350,Low,High,High,High,True,False,True
1351,Low,High,High,High,True,False,True
1352,Low,High,High,High,True,False,True
1353,Low,High,High,High,True,False,True
1354,Low,High,Medium,High,True,False,True
1355,Low,High,High,High,True,False,True
1356,Low,High,High,High,True,False,True
1357,Low,High,High,High,True,False,True
1358,Low,High,High,High,True,False,True
1359,Low,High,High,High,True,False,True
1360,Low,High,High,High,True,False,True
1361,Low,High,High,High,True,False,True
1362,Low,High,High,High,True,False,True
1363,Low,High,High,High,True,False,True
1364,Low,High,High,High,True,False,True
1365,Low,High,High,High,True,False,True
1366,Low,High,High,High,True,False,True
1367,Low,High,High,High,True,False,True
1368,Low,High,High,High,True,False,True
1369,Low,High,High,High,True,False,True
1370,Low,High,High,High,True,False,True
1371,Low,High,High,High,True,False,True
1372,Low,High,High,High,True,False,True
1373,Low,High,High,High,True,False,True
1374,Low,High,High,High,True,False,True
1375,Low,High,High,High,True,False,True
1376,Low,High,Medium,Medium,True,True,True
1377,Low,High,High,High,True,False,True
1378,Low,High,Medium,Medium,True,True,True
1379,Low,High,High,High,True,False,True
1380,Low,High,High,Medium,True,True,True
1381,Low,High,High,High,True,False,True
1382,Low,High,High,Medium,True,True,True
1383,Low,High,High,High,True,False,True
1384,Low,High,High,High,True,False,True
1385,Low,High,High,High,True,False,True
1386,Low,High,High,High,True,False,True
1387,Low,High,High,High,True,False,True
1388,Low,High,High,High,True,False,True
1389,Low,High,High,High,True,False,True
1390,Low,High,High,High,True,False,True
1391,Low,High,High,High,True,False,True
1392,Low,High,High,High,True,False,True
1393,Low,High,High,High,True,False,True
1394,Low,High,High,High,True,False,True
1395,Low,High,High,High,True,False,True
1396,Low,High,High,High,True,False,True
1397,Low,High,High,High,True,False,True
1398,Low,High,High,High,True,False,True
1399,Low,High,High,High,True,False,True
1400,Low,High,High,High,True,False,True
1401,Low,High,High,High,True,False,True
1402,Low,High,High,High,True,False,True
1403,Low,High,High,High,True,False,True
1404,Low,High,High,High,True,False,True
1405,Low,High,High,High,True,False,True
1406,Low,High,High,High,True,False,True
1407,Low,High,High,High,True,False,True
1408,Low,High,High,High,True,False,True
1409,Low,High,High,High,True,False,True
1410,Low,High,High,High,True,False,True
1411,Low,High,Medium,Medium,True,True,True
1412,Low,High,High,High,True,False,True
1413,Low,High,High,High,True,False,True
1414,Low,High,High,High,True,False,True
1415,Low,High,High,High,True,False,True
1416,Low,High,High,Medium,True,True,True
1417,Low,High,High,High,True,False,True
1418,Low,High,High,High,True,False,True
1419,Low,High,High,High,True,False,True
1420,Low,High,High,High,True,False,True
1421,Low,High,High,High,True,False,True
